player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,primary_position
208009,https://sofifa.com/player/208009/wesley-jobello/170002,17.0,2.0,2016-09-20,W. Jobello,Wesley Jobello,CAM,61,69,350000.0,2000.0,22,1994-01-23,179,68,1815.0,Clermont,17.0,Ligue 1,2.0,SUB,11.0,,2015-07-11,2017.0,18,France,,,,Right,3,3,1,Medium/Low,Lean (170-185),No,,,,66.0,63.0,54.0,66.0,26.0,54.0,55,63,62,59,64,70,54,42,43,61,65,66,64,58,62,68,57,59,57,60,39,29,52,55,64,51.0,22,17,19,16,13,9,9,12,,62+1,62+1,62+1,61,61,61,61,61,60+1,60+1,60+1,60+1,53+1,53+1,53+1,60+1,46+1,42+1,42+1,42+1,46+1,43+1,38+1,38+1,38+1,43+1,17+1,CAM
208019,https://sofifa.com/player/208019/denys-bain/170002,17.0,2.0,2016-09-20,D. Bain,Dénys Bain,"CB, CDM",67,76,975000.0,5000.0,22,1993-07-02,181,74,1738.0,Le Havre,17.0,Ligue 1,2.0,SUB,21.0,,2015-08-28,2019.0,18,France,,,,Right,3,2,1,Low/High,Normal (170-185),No,,,,71.0,22.0,41.0,40.0,66.0,69.0,24,14,68,58,27,25,40,27,37,57,69,73,44,55,61,39,81,70,70,19,63,60,20,37,30,57.0,67,69,68,15,10,6,12,7,,42+1,42+1,42+1,40,40,40,40,40,42+1,42+1,42+1,43+1,47+1,47+1,47+1,43+1,58+1,59+1,59+1,59+1,58+1,61+1,66+1,66+1,66+1,61+1,16+1,CB
208174,https://sofifa.com/player/208174/mayoro-ndoye-baye/170002,17.0,2.0,2016-09-20,M. N'Doye,Baye Mayoro N'Doye,"CDM, CM",64,71,525000.0,2000.0,24,1991-12-18,176,67,76.0,Strasbourg,17.0,Ligue 1,2.0,SUB,18.0,,2015-06-26,2022.0,136,Senegal,,,,Right,2,2,1,High/Medium,Lean (170-185),No,,,,60.0,36.0,59.0,61.0,61.0,60.0,60,29,57,69,32,59,33,39,62,64,66,55,59,61,75,52,55,73,48,31,73,59,47,50,43,46.0,58,68,60,12,14,9,7,10,,50+1,50+1,50+1,55,54,54,54,55,56+1,56+1,56+1,59+1,60+1,60+1,60+1,59+1,63+1,63+1,63+1,63+1,63+1,62+1,61+1,61+1,61+1,62+1,16+1,CDM
208306,https://sofifa.com/player/208306/mariusz-stepinski/170002,17.0,2.0,2016-09-20,M. Stępiński,Mariusz Paweł Stępiński,ST,69,77,1500000.0,15000.0,21,1995-05-12,183,72,71.0,Nantes,16.0,Ligue 1,1.0,ST,18.0,,2016-08-29,2020.0,37,Poland,1353.0,SUB,13.0,Right,4,3,1,High/Medium,Lean (170-185),No,,,,74.0,67.0,53.0,66.0,26.0,59.0,51,73,71,60,54,66,48,34,48,64,75,73,76,59,64,68,73,58,61,55,50,32,72,53,62,60.0,19,18,17,8,13,7,9,7,,68+1,68+1,68+1,65,66,66,66,65,63+1,63+1,63+1,63+1,56+1,56+1,56+1,63+1,46+1,43+1,43+1,43+1,46+1,44+1,40+1,40+1,40+1,44+1,15+1,ST
208323,https://sofifa.com/player/208323/cyriaque-rivieyran/170002,17.0,2.0,2016-09-20,C. Rivieyran,Cyriaque Rivieyran,"RB, LB",67,71,775000.0,5000.0,25,1991-04-17,172,67,1815.0,Clermont,17.0,Ligue 1,2.0,RB,2.0,,2015-07-02,2017.0,18,France,,,,Right,3,2,1,High/Medium,Normal (170-185),No,,,,74.0,43.0,56.0,61.0,64.0,68.0,62,34,54,63,38,58,54,41,55,61,77,72,62,67,82,65,76,82,58,41,72,68,49,43,46,54.0,64,64,63,13,6,14,11,12,,55+1,55+1,55+1,57,56,56,56,57,56+1,56+1,56+1,60+1,58+1,58+1,58+1,60+1,67+1,64+1,64+1,64+1,67+1,66+1,64+1,64+1,64+1,66+1,17+1,RB
208520,https://sofifa.com/player/208520/hiroki-sakai/170002,17.0,2.0,2016-09-20,H. Sakai,酒井 宏樹,RB,73,75,2800000.0,30000.0,26,1990-04-12,185,75,219.0,Olympique de Marseille,16.0,Ligue 1,1.0,RB,2.0,,2016-07-01,2019.0,163,Japan,,,,Right,4,2,1,Medium/Medium,Lean (185+),No,,,Long Throw-in,76.0,47.0,66.0,66.0,71.0,71.0,67,33,69,72,41,64,72,55,61,68,76,76,72,71,66,69,59,77,69,58,73,65,62,60,36,61.0,74,72,77,13,8,11,10,9,,61+1,61+1,61+1,64,63,63,63,64,64+1,64+1,64+1,66+1,66+1,66+1,66+1,66+1,71+1,70+1,70+1,70+1,71+1,72+1,71+1,71+1,71+1,72+1,17+1,RB
208615,https://sofifa.com/player/208615/christopher-jullien/170002,17.0,2.0,2016-09-20,C. Jullien,Christopher Jullien,CB,73,77,3200000.0,20000.0,23,1993-03-22,196,88,1809.0,Toulouse,16.0,Ligue 1,1.0,LCB,6.0,,2016-06-14,2020.0,18,France,,,,Right,3,2,1,Medium/High,Normal (185+),No,,#Aerial Threat,Power Header,72.0,45.0,46.0,55.0,72.0,77.0,37,51,79,64,28,45,29,36,49,70,69,74,62,63,52,46,83,71,83,32,69,73,50,26,55,55.0,69,74,66,8,14,12,11,8,,59+1,59+1,59+1,54,55,55,55,54,53+1,53+1,53+1,55+1,56+1,56+1,56+1,55+1,64+1,66+1,66+1,66+1,64+1,67+1,72+1,72+1,72+1,67+1,16+1,CB
208787,https://sofifa.com/player/208787/adrien-thomasson/170002,17.0,2.0,2016-09-20,A. Thomasson,Adrien Thomasson,"RM, LM, CM",75,82,5500000.0,20000.0,22,1993-12-10,177,72,71.0,Nantes,16.0,Ligue 1,1.0,SUB,8.0,,2015-06-09,2018.0,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,,78.0,69.0,72.0,77.0,59.0,68.0,64,69,63,76,50,77,67,54,71,76,79,77,81,75,72,75,70,72,66,71,69,67,68,77,57,71.0,52,62,55,14,9,15,9,13,,71+1,71+1,71+1,74,74,74,74,74,75+1,75+1,75+1,74+1,73+1,73+1,73+1,74+1,68+1,68+1,68+1,68+1,68+1,67+1,64+1,64+1,64+1,67+1,18+1,RM
209288,https://sofifa.com/player/209288/florent-mollet/170002,17.0,2.0,2016-09-20,F. Mollet,Florent Mollet,CM,69,73,1300000.0,10000.0,24,1991-11-19,175,68,68.0,Metz,16.0,Ligue 1,1.0,SUB,19.0,,2016-06-28,2019.0,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,"Long Shot Taker (AI), Playmaker (AI)",77.0,54.0,69.0,71.0,54.0,55.0,62,53,32,75,48,68,62,67,70,73,81,73,80,64,85,54,70,75,45,58,52,52,54,69,56,68.0,57,59,52,9,13,12,12,15,,58+1,58+1,58+1,67,65,65,65,67,68+1,68+1,68+1,68+1,68+1,68+1,68+1,68+1,64+1,63+1,63+1,63+1,64+1,62+1,55+1,55+1,55+1,62+1,18+1,CM
209304,https://sofifa.com/player/209304/jules-iloki/170002,17.0,2.0,2016-09-20,J. Iloki,Jules Iloki,"RM, RW",69,72,1300000.0,15000.0,24,1992-01-14,172,69,71.0,Nantes,16.0,Ligue 1,1.0,RW,7.0,,2012-05-23,2018.0,18,France,,,,Right,3,3,1,High/Low,Normal (170-185),No,,,"Selfish, Speed Dribbler (AI)",85.0,57.0,59.0,75.0,27.0,52.0,68,51,26,59,53,75,44,37,48,72,86,85,81,63,88,70,60,53,56,57,37,21,68,65,46,52.0,26,30,31,15,7,9,9,7,,61+1,61+1,61+1,69,67,67,67,69,66+1,66+1,66+1,68+1,58+1,58+1,58+1,68+1,52+1,45+1,45+1,45+1,52+1,48+1,38+1,38+1,38+1,48+1,15+1,RM
209320,https://sofifa.com/player/209320/nicolas-saint-ruf/170002,17.0,2.0,2016-09-20,N. Saint-Ruf,Nicolas Saint-Ruf,"CB, RB, CDM",65,70,600000.0,7000.0,23,1992-10-24,186,82,70.0,Montpellier,16.0,Ligue 1,1.0,SUB,18.0,,2014-01-28,2017.0,18,France,,,,Right,2,2,1,Medium/Medium,Lean (185+),No,,,,68.0,27.0,49.0,58.0,65.0,68.0,58,22,60,59,23,55,30,26,55,60,66,69,59,62,61,38,75,70,71,27,58,67,23,29,35,45.0,65,67,60,13,9,14,6,12,,45+1,45+1,45+1,50,46,46,46,50,48+1,48+1,48+1,53+1,52+1,52+1,52+1,53+1,63+1,61+1,61+1,61+1,63+1,64+1,64+1,64+1,64+1,64+1,16+1,CB
209329,https://sofifa.com/player/209329/matheus-doria-macedo/170002,17.0,2.0,2016-09-20,Dória,Matheus Dória Macedo,CB,73,79,3400000.0,30000.0,21,1994-11-08,189,82,219.0,Olympique de Marseille,16.0,Ligue 1,1.0,LCB,3.0,,2014-09-01,2019.0,54,Brazil,,,,Left,3,2,1,Low/High,Normal (185+),No,,,,50.0,37.0,49.0,50.0,74.0,73.0,40,21,76,65,20,42,21,29,63,63,51,50,41,63,48,77,69,63,77,36,74,74,44,33,41,61.0,73,74,76,12,11,10,11,13,,52+1,52+1,52+1,47,49,49,49,47,49+1,49+1,49+1,50+1,56+1,56+1,56+1,50+1,63+1,68+1,68+1,68+1,63+1,65+1,72+1,72+1,72+1,65+1,17+1,CB
209483,https://sofifa.com/player/209483/mouez-hassen/170002,17.0,2.0,2016-09-20,M. Hassen,Mouez Hassen,GK,70,77,1600000.0,10000.0,21,1995-03-05,184,70,72.0,Nice,16.0,Ligue 1,1.0,SUB,1.0,,2012-07-01,2019.0,18,France,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,"Puncher, Comes For Crosses",,,,,,,20,15,16,24,16,13,10,14,23,24,48,48,63,62,51,18,69,30,45,14,20,16,12,31,21,29.0,12,16,12,75,65,64,70,69,48.0,24+1,24+1,24+1,27,25,25,25,27,27+1,27+1,27+1,27+1,25+1,25+1,25+1,27+1,25+1,24+1,24+1,24+1,25+1,25+1,23+1,23+1,23+1,25+1,69+1,GK
209832,https://sofifa.com/player/209832/fadil-sido/170002,17.0,2.0,2016-09-20,F. Sido,Fadil Sido,"RM, RW",57,63,160000.0,3000.0,23,1993-04-13,173,61,68.0,Metz,16.0,Ligue 1,1.0,RES,2.0,,2014-01-03,2017.0,101,Burkina Faso,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,,,,75.0,50.0,54.0,61.0,29.0,35.0,51,51,35,58,46,57,47,42,56,60,82,70,82,54,81,56,57,34,32,44,40,24,45,53,51,54.0,38,23,27,13,12,16,6,14,,52+1,52+1,52+1,58,56,56,56,58,57+1,57+1,57+1,56+1,51+1,51+1,51+1,56+1,45+1,42+1,42+1,42+1,45+1,43+1,36+1,36+1,36+1,43+1,16+1,RM
209840,https://sofifa.com/player/209840/julian-jeanvier/170002,17.0,2.0,2016-09-20,J. Jeanvier,Julian Jeanvier,CB,70,75,1500000.0,7000.0,23,1993-03-31,185,84,379.0,Stade de Reims,17.0,Ligue 1,2.0,RCB,23.0,,2016-06-27,2018.0,18,France,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,,,,72.0,35.0,49.0,55.0,68.0,73.0,39,30,71,64,30,44,44,39,46,62,72,72,71,73,67,46,69,64,79,31,72,63,45,37,42,41.0,66,74,66,16,8,15,9,9,,53+1,53+1,53+1,52,52,52,52,52,52+1,52+1,52+1,54+1,55+1,55+1,55+1,54+1,63+1,64+1,64+1,64+1,63+1,65+1,69+1,69+1,69+1,65+1,18+1,CB
209890,https://sofifa.com/player/209890/yroundu-musavu-king/170002,17.0,2.0,2016-09-20,Y. Musavu-King,Yroundu Musavu-King,"CB, LB",70,76,1600000.0,15000.0,24,1992-01-08,186,83,1809.0,Toulouse,16.0,Ligue 1,1.0,SUB,3.0,Udinese Calcio,,2017.0,115,Gabon,,,,Left,2,2,1,Low/Medium,Normal (185+),No,,,,55.0,36.0,48.0,53.0,70.0,72.0,47,28,65,59,34,51,33,31,57,60,55,55,33,58,58,68,78,64,78,25,67,73,18,29,36,41.0,71,72,63,14,7,9,14,12,,48+1,48+1,48+1,45,46,46,46,45,45+1,45+1,45+1,49+1,52+1,52+1,52+1,49+1,61+1,64+1,64+1,64+1,61+1,63+1,69+1,69+1,69+1,63+1,17+1,CB
210243,https://sofifa.com/player/210243/ricardo-d-barbosa-pereira/170002,17.0,2.0,2016-09-20,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,"RB, LB",78,85,10000000.0,30000.0,22,1993-10-06,175,70,72.0,Nice,16.0,Ligue 1,1.0,RWB,21.0,FC Porto,,2017.0,38,Portugal,,,,Right,4,3,1,High/High,Lean (170-185),No,,,"Early Crosser, Speed Dribbler (AI)",86.0,60.0,75.0,81.0,76.0,68.0,79,54,65,79,53,83,70,42,77,77,86,86,84,78,78,69,76,72,62,62,75,77,77,72,54,80.0,78,79,74,16,12,15,11,11,,71+1,71+1,71+1,77,75,75,75,77,76+1,76+1,76+1,78+1,76+1,76+1,76+1,78+1,78+1,76+1,76+1,76+1,78+1,77+1,75+1,75+1,75+1,77+1,20+1,RB
210372,https://sofifa.com/player/210372/rachid-ghezzal/170002,17.0,2.0,2016-09-20,R. Ghezzal,Rachid Ghezzal,"RW, LW",77,82,9500000.0,40000.0,24,1992-05-09,182,65,66.0,Olympique Lyonnais,16.0,Ligue 1,1.0,SUB,11.0,,2012-07-01,2017.0,97,Algeria,,,,Left,2,4,1,Medium/Medium,Lean (170-185),No,,,"Injury Prone, Avoids Using Weaker Foot, Flair, Technical Dribbler (AI)",76.0,72.0,77.0,80.0,46.0,62.0,74,73,56,80,59,82,80,74,71,82,77,75,78,65,76,74,62,70,61,71,52,50,75,77,65,69.0,42,42,47,12,6,15,7,15,,72+1,72+1,72+1,77,76,76,76,77,77+1,77+1,77+1,76+1,73+1,73+1,73+1,76+1,64+1,62+1,62+1,62+1,64+1,61+1,53+1,53+1,53+1,61+1,16+1,RW
210420,https://sofifa.com/player/210420/julien-vercauteren/170002,17.0,2.0,2016-09-20,J. Vercauteren,Julien Vercauteren,"LW, LM, RM",67,71,950000.0,15000.0,23,1993-01-12,170,66,72.0,Nice,16.0,Ligue 1,1.0,RES,7.0,,2014-06-16,2018.0,7,Belgium,,,,Left,3,3,1,Medium/Medium,Normal (170-),No,,,Technical Dribbler (AI),71.0,59.0,65.0,74.0,42.0,48.0,63,58,45,66,57,76,68,59,62,72,74,69,76,61,67,63,47,54,44,60,50,45,62,66,55,71.0,40,43,39,16,12,13,7,12,,62+1,62+1,62+1,67,66,66,66,67,67+1,67+1,67+1,67+1,63+1,63+1,63+1,67+1,56+1,54+1,54+1,54+1,56+1,54+1,47+1,47+1,47+1,54+1,17+1,LW
210439,https://sofifa.com/player/210439/khalid-boutaib/170002,17.0,2.0,2016-09-20,K. Boutaïb,Khalid Boutaïb,ST,68,68,850000.0,6000.0,29,1987-04-24,190,77,76.0,Strasbourg,17.0,Ligue 1,2.0,RS,29.0,,2016-07-07,2017.0,129,Morocco,,,,Right,3,2,1,Medium/Low,Lean (185+),No,,,,64.0,71.0,49.0,64.0,34.0,71.0,41,74,73,55,69,61,42,29,52,73,67,62,61,57,57,74,67,62,79,66,61,27,57,52,65,67.0,26,34,31,13,12,10,10,7,,67+1,67+1,67+1,61,64,64,64,61,61+1,61+1,61+1,60+1,56+1,56+1,56+1,60+1,47+1,48+1,48+1,48+1,47+1,46+1,47+1,47+1,47+1,46+1,16+1,ST
210450,https://sofifa.com/player/210450/abdoulaye-toure/170002,17.0,2.0,2016-09-20,A. Touré,Abdoulaye Touré,"CDM, CM",65,75,750000.0,7000.0,22,1994-03-03,187,77,71.0,Nantes,16.0,Ligue 1,1.0,SUB,19.0,,2013-04-15,2017.0,18,France,,,,Right,3,2,1,Low/High,Normal (185+),No,,,Injury Prone,60.0,45.0,60.0,56.0,61.0,74.0,46,34,66,68,39,57,41,49,67,58,65,55,46,69,41,57,59,68,81,61,67,62,35,60,39,57.0,57,62,58,8,15,9,9,7,,54+1,54+1,54+1,54,55,55,55,54,57+1,57+1,57+1,57+1,61+1,61+1,61+1,57+1,60+1,64+1,64+1,64+1,60+1,61+1,64+1,64+1,64+1,61+1,16+1,CDM
210527,https://sofifa.com/player/210527/pape-paye/170002,17.0,2.0,2016-09-20,P. Paye,Pape Abdou Paye,RB,69,72,1000000.0,15000.0,26,1990-05-31,170,66,217.0,Lorient,16.0,Ligue 1,1.0,SUB,29.0,,2015-06-25,2017.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-),No,,,,84.0,38.0,53.0,56.0,68.0,68.0,40,31,46,67,34,45,33,42,62,64,82,85,73,69,75,55,62,80,61,33,70,69,50,44,47,53.0,72,72,66,11,11,10,13,13,,53+1,53+1,53+1,55,55,55,55,55,56+1,56+1,56+1,58+1,60+1,60+1,60+1,58+1,67+1,67+1,67+1,67+1,67+1,68+1,66+1,66+1,66+1,68+1,18+1,RB
211099,https://sofifa.com/player/211099/opa-nguette/170002,17.0,2.0,2016-09-20,O. Nguette,Opa Nguette,"RM, LM",70,78,2000000.0,10000.0,21,1994-07-08,181,73,68.0,Metz,16.0,Ligue 1,1.0,LM,11.0,,2016-06-11,2019.0,18,France,,,,Right,3,3,1,High/Low,Lean (170-185),No,,,,87.0,65.0,63.0,71.0,36.0,61.0,65,67,71,68,55,72,59,55,60,68,92,82,82,66,63,68,81,57,65,57,51,31,70,56,73,67.0,33,31,32,7,8,8,7,15,,69+1,69+1,69+1,70,69,69,69,70,68+1,68+1,68+1,69+1,61+1,61+1,61+1,69+1,55+1,50+1,50+1,50+1,55+1,53+1,48+1,48+1,48+1,53+1,15+1,RM
211239,https://sofifa.com/player/211239/corentin-jean/170002,17.0,2.0,2016-09-20,C. Jean,Corentin Jean,"ST, LM, RM",72,84,3900000.0,30000.0,20,1995-07-15,170,65,69.0,Monaco,16.0,Ligue 1,1.0,SUB,28.0,,2015-07-02,2020.0,18,France,,,,Right,3,2,1,High/Low,Normal (170-),No,,#Acrobat,Speed Dribbler (AI),81.0,72.0,62.0,72.0,24.0,48.0,57,77,64,67,73,71,63,55,61,68,82,81,90,68,81,71,45,67,43,63,35,25,77,62,64,69.0,20,15,21,12,7,14,10,15,,71+1,71+1,71+1,71,71,71,71,71,70+1,70+1,70+1,69+1,62+1,62+1,62+1,69+1,50+1,45+1,45+1,45+1,50+1,47+1,36+1,36+1,36+1,47+1,17+1,ST
211287,https://sofifa.com/player/211287/moryke-fofana/170002,17.0,2.0,2016-09-20,M. Fofana,Moryké Fofana,LM,70,75,1800000.0,15000.0,24,1991-11-23,178,71,217.0,Lorient,16.0,Ligue 1,1.0,SUB,23.0,,2015-07-23,2019.0,108,Côte d'Ivoire,,,,Right,3,4,1,High/Low,Lean (170-185),No,,,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",89.0,64.0,60.0,75.0,20.0,57.0,62,62,56,59,69,75,63,65,53,73,91,88,78,69,77,71,58,72,59,65,31,12,60,64,56,56.0,20,14,13,6,6,10,15,6,,67+1,67+1,67+1,70,69,69,69,70,68+1,68+1,68+1,69+1,59+1,59+1,59+1,69+1,49+1,42+1,42+1,42+1,49+1,45+1,35+1,35+1,35+1,45+1,15+1,LM
211327,https://sofifa.com/player/211327/mauro-goicoechea/170002,17.0,2.0,2016-09-20,M. Goicoechea,Mauro Daniel Goicoechea Furia,GK,70,70,1200000.0,15000.0,28,1988-03-27,186,82,1809.0,Toulouse,16.0,Ligue 1,1.0,SUB,1.0,,2015-07-14,2019.0,60,Uruguay,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,,,,18,16,19,26,16,14,18,23,23,18,47,52,33,70,46,25,66,37,66,20,39,22,13,27,22,62.0,18,23,24,70,69,70,69,69,50.0,27+1,27+1,27+1,26,26,26,26,26,26+1,26+1,26+1,27+1,26+1,26+1,26+1,27+1,29+1,29+1,29+1,29+1,29+1,30+1,31+1,31+1,31+1,30+1,69+1,GK
211382,https://sofifa.com/player/211382/ibrahim-amadou/170002,17.0,2.0,2016-09-20,I. Amadou,Ibrahim Amadou,"CDM, CM",72,80,2700000.0,20000.0,23,1993-04-06,183,81,65.0,Lille,16.0,Ligue 1,1.0,CDM,6.0,,2015-07-16,2019.0,103,Cameroon,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,,,,79.0,42.0,58.0,63.0,72.0,77.0,45,39,65,68,29,59,34,32,66,66,78,79,63,76,71,55,73,74,79,38,75,71,42,62,43,67.0,74,74,66,6,7,11,14,14,,57+1,57+1,57+1,59,59,59,59,59,61+1,61+1,61+1,62+1,64+1,64+1,64+1,62+1,68+1,71+1,71+1,71+1,68+1,69+1,72+1,72+1,72+1,69+1,18+1,CDM
211398,https://sofifa.com/player/211398/marc-aurele-caillard/170002,17.0,2.0,2016-09-20,M. Caillard,Marc-Aurèle Caillard,GK,63,69,400000.0,1000.0,22,1994-05-12,191,79,1815.0,Clermont,17.0,Ligue 1,2.0,SUB,1.0,,2015-07-03,2017.0,18,France,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,,,,13,9,13,32,8,11,15,7,27,24,48,39,34,67,45,21,54,14,80,13,25,15,7,17,18,23.0,12,15,9,63,59,57,58,65,43.0,24+1,24+1,24+1,24,23,23,23,24,24+1,24+1,24+1,24+1,24+1,24+1,24+1,24+1,23+1,26+1,26+1,26+1,23+1,23+1,26+1,26+1,26+1,23+1,62+1,GK
211690,https://sofifa.com/player/211690/gael-andonian/170002,17.0,2.0,2016-09-20,G. Andonian,Gaël Andonian,"CB, LB",65,76,800000.0,8000.0,21,1995-02-07,185,74,219.0,Olympique de Marseille,16.0,Ligue 1,1.0,RES,13.0,,2012-09-01,2018.0,3,Armenia,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,,,,56.0,32.0,49.0,37.0,67.0,64.0,53,25,60,57,28,30,29,37,48,45,48,62,36,60,47,44,64,58,71,29,54,62,43,39,43,50.0,68,72,65,10,7,9,11,9,,45+1,45+1,45+1,43,43,43,43,43,43+1,43+1,43+1,46+1,49+1,49+1,49+1,46+1,58+1,59+1,59+1,59+1,58+1,60+1,64+1,64+1,64+1,60+1,15+1,CB
211784,https://sofifa.com/player/211784/neal-maupay/170002,17.0,2.0,2016-09-20,N. Maupay,Neal Maupay,ST,69,80,1600000.0,4000.0,19,1996-08-14,171,69,378.0,Brest,17.0,Ligue 1,2.0,ST,21.0,AS Saint-Étienne,,2017.0,18,France,,,,Right,3,3,1,High/Medium,Lean (170-185),No,,,,81.0,65.0,62.0,73.0,33.0,54.0,63,69,57,64,59,74,61,55,57,68,84,79,84,70,79,69,60,58,58,53,39,26,73,62,67,48.0,29,34,33,11,12,7,8,14,,68+1,68+1,68+1,70,70,70,70,70,68+1,68+1,68+1,69+1,61+1,61+1,61+1,69+1,53+1,49+1,49+1,49+1,53+1,51+1,44+1,44+1,44+1,51+1,18+1,ST
211964,https://sofifa.com/player/211964/stefan-milosavljevic/170002,17.0,2.0,2016-09-20,S. Milosavljevic,Stephan Milosavljevic,GK,62,72,400000.0,2000.0,22,1993-09-22,185,80,1738.0,Le Havre,17.0,Ligue 1,2.0,SUB,1.0,,2014-06-14,2022.0,18,France,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,20,18,15,32,14,13,20,13,19,20,44,43,35,59,54,15,55,20,81,13,19,21,11,11,12,26.0,17,19,13,61,61,58,64,62,43.0,26+1,26+1,26+1,24,23,23,23,24,23+1,23+1,23+1,25+1,23+1,23+1,23+1,25+1,25+1,26+1,26+1,26+1,25+1,25+1,28+1,28+1,28+1,25+1,61+1,GK
212030,https://sofifa.com/player/212030/albert-rafetraniaina/170002,17.0,2.0,2016-09-20,A. Rafetraniaina,Albert Rafetraniaina,"CDM, RB, CM",66,76,775000.0,5000.0,19,1996-09-09,176,65,72.0,Nice,16.0,Ligue 1,1.0,SUB,12.0,,2012-10-01,2019.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,,,,75.0,35.0,62.0,58.0,63.0,64.0,65,34,53,68,33,51,53,41,61,59,75,75,77,67,75,35,72,77,51,31,76,66,45,59,45,47.0,63,66,61,16,8,14,16,12,,50+1,50+1,50+1,57,54,54,54,57,57+1,57+1,57+1,60+1,60+1,60+1,60+1,60+1,66+1,65+1,65+1,65+1,66+1,66+1,63+1,63+1,63+1,66+1,19+1,CDM
212273,https://sofifa.com/player/212273/clinton-njie/170002,17.0,2.0,2016-09-20,C. Njie,Clinton Mua N'Jie,"ST, RW, LW",70,79,2100000.0,30000.0,22,1993-08-15,175,68,219.0,Olympique de Marseille,16.0,Ligue 1,1.0,LM,14.0,Tottenham Hotspur,,2017.0,103,Cameroon,1395.0,SUB,22.0,Right,3,4,1,High/Medium,Lean (170-185),No,,"#Speedster, #Acrobat","Speed Dribbler (AI), Outside Foot Shot",93.0,68.0,65.0,74.0,30.0,66.0,65,69,51,67,65,77,62,46,61,65,91,94,92,56,88,73,60,77,61,61,66,32,76,68,56,71.0,24,30,27,13,10,9,9,11,,69+1,69+1,69+1,72,71,71,71,72,70+1,70+1,70+1,72+1,63+1,63+1,63+1,72+1,55+1,51+1,51+1,51+1,55+1,52+1,44+1,44+1,44+1,52+1,16+1,ST
212282,https://sofifa.com/player/212282/issiaga-sylla/170002,17.0,2.0,2016-09-20,I. Sylla,Issiaga Sylla,"LM, LB",70,74,1700000.0,15000.0,22,1994-01-01,180,75,1809.0,Toulouse,16.0,Ligue 1,1.0,SUB,12.0,,2012-09-01,2020.0,118,Guinea,,,,Left,3,3,1,High/Medium,Normal (170-185),No,,,Avoids Using Weaker Foot,74.0,60.0,66.0,70.0,66.0,74.0,69,64,60,68,65,72,68,49,62,70,75,74,68,64,65,64,73,79,72,47,72,66,67,67,47,65.0,67,66,65,13,13,10,8,12,,66+1,66+1,66+1,68,67,67,67,68,67+1,67+1,67+1,69+1,67+1,67+1,67+1,69+1,69+1,68+1,68+1,68+1,69+1,68+1,67+1,67+1,67+1,68+1,17+1,LM
212401,https://sofifa.com/player/212401/steven-moreira/170002,17.0,2.0,2016-09-20,S. Moreira,Steven Moreira,RB,72,79,2500000.0,10000.0,21,1994-08-13,178,70,217.0,Lorient,16.0,Ligue 1,1.0,SUB,20.0,,2016-08-30,2020.0,18,France,,,,Right,2,2,1,High/Medium,Normal (170-185),No,,,,70.0,31.0,68.0,66.0,73.0,63.0,72,24,54,75,34,65,43,29,69,66,69,70,72,69,66,42,52,66,59,28,72,74,53,69,35,53.0,75,75,73,10,14,9,15,9,,52+1,52+1,52+1,61,58,58,58,61,62+1,62+1,62+1,65+1,66+1,66+1,66+1,65+1,71+1,71+1,71+1,71+1,71+1,71+1,69+1,69+1,69+1,71+1,18+1,RB
